Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
AlejandroTabilo;838;CHI;20;1997.06.02;80;193;0-0;0;3,981;426;0-0;0;24,755
MaciejSmola;839;POL;24;1993.03.24;92;196;0-0;0;4,345;386;0-0;0;43,488
TemurIsmailov;840;UZB;22;1995.01.14;;;1-1;0;9,354;397;1-4;0;71,631
AlonElia;841;ISR;22;1995.06.12;;;0-0;0;2,577;744;0-0;0;22,398
MikhailElgin;842;RUS;36;1981.10.14;78;183;7-9;0;66,616;53;62-91;1;837,359
JamesWard;843;GBR;30;1987.02.09;74;191;0-2;0;67,537;89;25-57;0;1,222,984
JimmyWang;844;TPE;32;1985.02.08;73;180;0-0;0;3,920;85;41-48;0;1,143,626
FlorianLakat;845;FRA;22;1995.08.03;92;196;0-0;0;4,343;414;0-0;0;12,567
SebastianKorda;846;USA;17;2000.07.05;70;193;0-0;0;4,584;843;0-0;0;5,682
MateValkusz;847;HUN;19;1998.08.13;;;0-0;0;4,497;802;0-0;0;7,199
CamiloUgoCarabelli;848;ARG;18;1999.06.17;83;185;0-0;0;3,502;776;0-0;0;9,785
RrezartCungu;849;MNE;19;1998.07.18;;;0-0;0;4,532;810;0-0;0;7,479
JulianOnken;850;GER;29;1988.05.29;68;191;0-0;0;4,707;693;0-0;0;15,003
DenisKlok;851;RUS;19;1998.05.26;;;0-0;0;5,708;849;0-0;0;8,958
SoichiroMoritani;852;JPN;23;1994.08.12;;;0-0;0;4,041;454;0-0;0;22,842
LucaGelhardt;853;GER;23;1994.12.28;;;0-0;0;5,529;850;0-0;0;7,953
PeterGoldsteiner;854;AUT;27;1990.07.31;65;173;0-0;0;5,669;738;0-0;0;29,840
OleksandrBielinskyi;855;UKR;23;1994.05.01;80;185;0-0;0;2,286;694;0-0;0;13,148
OmarSalman;856;BEL;21;1996.04.22;74;180;0-0;0;5,753;488;0-0;0;28,848
YuichiIto;857;JPN;31;1986.08.06;;;0-0;0;3,120;328;0-0;0;108,963
RaleighSmith;858;USA;26;1991.10.15;75;178;0-0;0;2,817;535;0-0;0;20,733
MuhammetHaylaz;859;TUR;22;1995.10.26;;;0-0;0;7,810;729;0-0;0;27,141
NicolasAlvarez;860;PER;21;1996.06.08;75;185;0-2;0;2,390;860;4-2;0;5,408
IsakArvidsson;861;SWE;25;1992.08.06;79;188;0-1;0;6,433;183;3-11;0;75,435
DanAdded;862;FRA;18;1999.04.13;;;0-0;0;2,071;592;0-0;0;7,871
CristobalSaavedra-Corvalan;863;CHI;27;1990.08.01;;;0-0;0;2,025;230;0-0;0;136,667
WilfredoGonzalez;864;GUA;24;1993.01.06;82;191;1-1;0;2,004;775;1-3;0;11,180
PierreFaivre;865;FRA;21;1996.02.12;;;0-0;0;4,475;813;0-0;0;8,967
MaximRatniuk;866;RUS;21;1996.04.28;80;185;0-0;0;4,793;789;0-0;0;18,855
NicolasAlbertoArreche;867;ARG;23;1994.09.15;70;175;0-0;0;4,371;587;0-0;0;23,776
ThomasSetodji;868;FRA;22;1995.10.13;;;0-0;0;5,620;820;0-0;0;8,870
FranZvonimirZgombic;869;CRO;21;1996.01.24;80;180;0-0;0;2,730;624;0-0;0;15,025
RyotaTanuma;870;JPN;22;1995.09.22;63;180;0-0;0;5,697;726;0-0;0;22,221
DaniilZarichanskyy;871;UKR;19;1998.01.01;78;183;0-0;0;4,413;440;0-0;0;17,154
EmilReinberg;872;USA;20;1997.04.20;;;0-0;0;2,510;836;0-0;0;7,911
DannyThomas;873;USA;18;1999.11.22;79;183;0-0;0;4,176;870;0-0;0;17,593
BastianTrinker;874;AUT;27;1990.05.11;83;191;0-0;0;3,210;241;1-2;0;100,957
DavidSouto;875;VEN;25;1992.03.26;;;0-0;0;2,978;208;9-6;0;86,420
JeffreySchorsch;876;USA;22;1995.02.11;79;188;0-0;0;4,443;873;0-0;0;6,167
ArtemDubrivnyy;877;RUS;18;1999.01.31;;;0-0;0;5,066;871;0-0;0;9,776
AdrianObert;877;GER;22;1995.03.19;;;0-0;0;3,746;864;0-0;0;10,298
YutaShimizu;879;JPN;18;1999.06.09;62;163;0-0;0;3,711;875;0-0;0;4,437
ShoShimabukuro;880;JPN;20;1997.07.30;75;183;0-0;0;5,067;872;0-0;0;6,381
MaximeTchoutakian;881;FRA;23;1994.01.03;68;183;0-0;0;4,097;666;0-0;0;25,505
JorgePanta;882;PER;22;1995.07.22;76;3;0-0;0;3,879;512;2-2;0;31,344
MatejVocel;883;CZE;20;1997.05.20;88;188;0-0;0;4,481;358;0-0;0;18,055
VladimirPolyakov;884;RUS;23;1994.06.18;73;178;0-0;0;4,593;390;0-0;0;28,059
SarpAgabigun;885;TUR;20;1997.06.12;75;178;0-1;0;6,632;322;0-1;0;32,909
DanielNolan;886;AUS;20;1997.03.12;72;175;0-0;0;4,601;383;0-0;0;28,499
AdrianAndrzejczuk;887;POL;21;1996.03.18;85;193;0-0;0;5,556;375;0-0;0;22,105
SkanderMansouri;888;TUN;22;1995.07.23;86;193;1-1;0;3,328;512;2-4;0;21,211
HarrisonAdams;889;USA;23;1994.05.25;;;0-0;0;3,454;508;0-0;0;10,766
LucaGiacomini;890;ITA;20;1997.10.24;;;0-0;0;3,358;890;0-0;0;6,398
AndreMiele;891;BRA;30;1987.04.12;;;0-0;0;3,387;229;0-0;0;168,722
SimonCarr;892;IRL;18;1999.11.07;;;0-0;0;4,169;892;0-0;0;6,551
KarlFriberg;893;SWE;18;1999.03.25;85;191;0-0;0;5,956;893;0-0;0;8,430
JakeDelaney;894;AUS;20;1997.05.14;80;188;0-0;0;2,408;554;0-0;0;18,863
BogdanIonutApostol;895;ROU;21;1996.01.17;;;0-0;0;2,467;627;0-0;0;19,278
JohannesHaerteis;896;GER;21;1996.02.22;;;0-0;0;3,425;335;0-0;0;30,767
FranciscoCabral;897;POR;20;1997.01.08;;;0-0;0;4,128;426;0-0;0;14,455
JamesFrawley;898;AUS;23;1994.03.29;74;183;0-0;0;6,634;886;0-0;0;16,070
JohanNikles;899;SUI;20;1997.03.23;67;170;0-1;0;5,821;460;0-1;0;28,936
Francois-ArthurVibert;900;FRA;27;1990.08.03;80;188;0-0;0;2,787;618;0-0;0;58,534
JoseFco.VidalAzorin;901;ESP;24;1993.06.12;68;178;0-0;0;7,438;632;0-0;0;22,184
TrevorAllenJohnson;902;USA;22;1995.12.27;;;0-0;0;2,268;902;0-0;0;3,266
Seong-GookOh;903;KOR;25;1992.04.23;80;191;0-0;0;2,178;901;0-0;0;6,061
BrandonHolt;904;USA;19;1998.04.06;82;185;0-0;0;2,410;684;0-0;0;8,025
TomFawcett;905;USA;22;1995.10.18;93;196;0-0;0;4,480;897;0-0;0;15,240
KennethRaisma;906;EST;19;1998.04.03;82;193;1-0;0;4,827;676;1-0;0;12,693
LukasRuepke;907;GER;24;1993.07.06;85;180;0-0;0;3,925;767;0-0;0;15,346
MazenOsama;908;EGY;22;1995.02.09;;;0-0;0;3,552;473;1-0;0;17,520
LukeJohnson;909;GBR;23;1994.03.18;;;0-0;0;4,593;365;0-0;0;10,051
FacundoJuarez;910;ARG;20;1997.09.23;;;0-0;0;3,597;895;0-0;0;6,337
DmitryMnushkin;911;RUS;21;1996.04.29;;;0-0;0;3,786;911;0-0;0;9,746
JoseOlivares;912;DOM;20;1997.01.08;86;163;0-0;0;2,225;689;0-0;0;18,744
LouisChaix;913;FRA;22;1995.05.14;;;0-0;0;4,481;884;0-0;0;7,381
Cing-YangMeng;914;TPE;19;1998.07.19;70;175;0-0;0;5,065;844;0-0;0;9,101
CaioSilva;915;BRA;26;1991.10.15;81;180;0-0;0;4,611;312;0-0;0;53,413
IsseiOkamura;916;JPN;25;1992.05.26;;;0-0;0;3,055;482;0-0;0;27,679
NunoDeus;917;POR;22;1995.05.07;74;183;0-0;0;5,289;330;0-0;0;29,922
AlexisGautier;918;FRA;20;1997.04.07;75;198;0-0;0;2,384;868;0-0;0;5,794
RyanNijboer;919;NED;18;1999.07.28;;;0-0;0;2,436;918;0-0;0;3,126
FernandoBogajo;920;ESP;25;1992.10.12;;;0-0;0;2,856;919;0-0;0;4,772
FinnBass;921;GBR;18;1999.10.09;;;0-0;0;2,715;920;0-0;0;3,727
RomainJouan;922;FRA;32;1985.07.16;77;183;0-0;0;3,252;209;1-4;0;242,863
MarcinGawron;923;POL;29;1988.05.25;;;0-0;0;1,933;268;0-2;0;155,762
AlexandreTsuchiya;924;BRA;25;1992.12.05;74;180;0-0;0;3,261;649;0-0;0;37,864
MichaelVrbensky;925;CZE;18;1999.12.26;;;0-0;0;3,838;924;0-0;0;4,930
ClementLarriere;926;FRA;20;1997.05.21;;;0-0;0;4,056;925;0-0;0;10,295
FilipDuda;927;CZE;19;1998.09.30;;;0-0;0;2,838;667;0-0;0;8,349
SherifSabry;928;EGY;31;1986.08.29;;;0-0;0;2,533;410;2-10;0;108,314
FedericoMoreno;929;ARG;23;1994.08.05;82;180;0-0;0;2,364;796;0-0;0;12,952
DanePropoggia;930;AUS;27;1990.04.24;;;0-0;0;8,094;109;0-1;0;144,678
AlessandroLuisi;931;ITA;28;1989.11.04;80;185;0-0;0;4,462;743;0-0;0;16,908
DragosNicolaeMadaras;932;SWE;20;1997.09.12;85;191;0-0;0;3,230;611;0-0;0;17,455
MatePavic;933;CRO;24;1993.07.04;83;193;47-27;3;491,065;15;133-89;8;1,094,004
NikolaMektic;934;CRO;29;1988.12.24;80;183;34-26;2;253,186;31;38-38;2;615,313
JulianCash;935;GBR;21;1996.08.29;76;185;0-0;0;1,788;935;0-0;0;4,540
JacobDunbar;936;USA;22;1995.10.02;;;0-0;0;2,571;936;0-0;0;3,027
SorenHess-Olesen;937;DEN;26;1991.01.09;82;188;1-2;0;2,551;937;1-2;0;5,155
ScottPuodziunas;938;AUS;28;1989.11.09;95;198;0-0;0;7,841;300;0-0;0;31,422
KhumoyunSultanov;939;UZB;19;1998.10.27;;;0-0;0;4,653;726;0-0;0;16,517
JamesMarsalek;940;GBR;25;1992.04.05;83;185;0-0;0;3,081;537;0-0;0;53,905
Chan-yeongOh;941;KOR;19;1998.06.27;76;178;0-0;0;4,656;860;0-0;0;10,638
RyuseiMakiguchi;942;JPN;26;1991.05.03;77;178;0-0;0;3,521;461;0-0;0;52,979
LuisPatino;943;MEX;24;1993.10.06;76;;1-2;0;6,451;239;1-3;0;70,271
RyanPeniston;944;GBR;22;1995.11.10;;;0-0;0;1,401;928;0-0;0;7,828
VitaliySachko;945;UKR;20;1997.07.14;68;183;0-0;0;3,763;937;0-0;0;10,824
MarcFornell-Mestres;946;ESP;35;1982.01.26;;;0-0;0;5,578;167;0-0;0;224,673
FelipeMeligeniRodriguesAlves;947;BRA;19;1998.02.19;75;;0-0;0;3,054;529;0-0;0;11,365
Chien-hsunLo;948;TPE;19;1998.11.15;;;0-0;0;4,423;938;0-0;0;6,877
MichaelZhu;949;USA;25;1992.08.12;;;0-0;0;2,163;711;0-0;0;9,467
Mircea-AlexandruJecan;950;ROU;29;1988.06.02;72;180;0-0;0;3,126;398;0-0;0;25,683
GaborBorsos;951;HUN;26;1991.06.30;88;196;1-1;0;11,362;188;1-1;0;35,748
MatsRosenkranz;952;GER;19;1998.08.23;80;196;0-0;0;4,370;952;0-0;0;7,112
DominikKellovsky;953;CZE;21;1996.07.24;78;183;0-0;0;3,836;485;0-0;0;36,148
WinstonLin;954;USA;24;1993.04.25;;;0-0;0;5,726;683;0-0;0;21,577
IvanDavydov;955;RUS;21;1996.10.18;80;191;0-0;0;2,273;743;0-0;0;16,452
AlbertoRomeroDeAvilaSenise;956;ESP;20;1997.12.03;63;175;0-0;0;6,624;679;0-0;0;20,004
TakaoSuzuki;957;JPN;41;1976.09.20;73;175;0-0;0;1,530;102;50-46;0;729,199
JulianZlobinsky;958;USA;21;1996.01.08;78;183;0-0;0;1,704;958;0-0;0;2,688
LoganSmith;959;USA;21;1996.10.29;79;191;0-0;0;2,500;957;0-0;0;3,722
KirillDmitriev;960;RUS;26;1991.08.09;84;191;0-0;0;2,545;363;0-0;0;49,102
ZizouBergs;961;BEL;18;1999.06.03;;;0-0;0;3,860;961;0-0;0;6,373
TalGoldengoren;962;ISR;21;1996.04.16;;;0-0;0;2,433;596;0-0;0;22,082
GabiAdrianBoitan;963;ROU;18;1999.07.11;;;0-0;0;2,631;963;0-0;0;3,267
TylerLu;964;USA;22;1995.08.12;;;0-0;0;3,260;964;0-0;0;4,319
TigreHank;965;MEX;26;1991.09.30;85;188;0-0;0;4,799;416;1-8;0;89,610
RhyneWilliams;966;USA;26;1991.03.22;84;185;0-0;0;2,485;141;3-2;0;460,657
IsaiahStrode;967;USA;20;1997.09.15;;;0-0;0;2,080;886;0-0;0;8,108
DiegoHidalgo;968;ECU;24;1993.04.18;;;0-0;0;2,555;403;0-1;0;22,786
AlexanderDay;969;CAN;22;1995.09.10;77;180;0-0;0;4,056;969;0-0;0;10,320
FranjoRaspudic;970;CRO;27;1990.11.15;83;188;0-0;0;4,013;634;0-0;0;36,696
FrancisCaseyAlcantara;971;PHI;25;1992.02.04;70;170;1-0;0;5,365;330;5-0;0;19,314
PiotrMatuszewski;972;POL;19;1998.04.22;82;188;0-0;0;1,845;493;0-0;0;9,693
SimoneRoncalli;973;ITA;21;1996.05.08;72;178;0-0;0;3,722;908;0-0;0;13,028
StrongKirchheimer;974;USA;22;1995.04.26;79;185;0-0;0;4,699;891;0-0;0;9,649
EduardoDischinger;975;BRA;25;1992.05.18;;;0-0;0;3,803;248;0-0;0;59,856
HongKitWong;975;HKG;19;1998.08.30;;;0-0;0;1,626;778;0-0;0;9,482
EduardoAgustinTorre;977;ARG;23;1994.10.18;;;0-0;0;2,316;483;0-0;0;31,384
CarlosEduardoSeverino;978;BRA;27;1990.12.05;76;183;0-0;0;3,906;343;0-0;0;56,202
EnricoDallaValle;979;ITA;19;1998.03.21;;;0-0;0;2,307;770;0-0;0;14,188
JuanIgnacioAmeal;980;ARG;23;1994.05.08;78;178;0-0;0;4,164;552;0-0;0;23,872
ConnorFarren;981;USA;23;1994.10.03;77;183;0-0;0;2,717;767;0-0;0;25,638
TimVanTerheijden;981;NED;27;1990.01.20;;;0-0;0;1,398;301;0-0;0;27,764
AdriaMasMascolo;983;ESP;24;1993.03.23;69;175;0-0;0;2,834;642;0-0;0;26,798
NickChappell;984;USA;25;1992.09.19;86;178;0-0;0;3,765;416;0-0;0;24,513
AndreyChepelev;985;RUS;19;1998.08.02;;;0-0;0;4,606;985;0-0;0;7,138
AaronCortesAlcaraz;986;ESP;23;1994.11.02;79;180;0-0;0;4,710;955;0-0;0;17,924
ThalesTurini;987;BRA;28;1989.07.18;;;0-0;0;4,861;397;0-0;0;105,812
Jui-ChenHung;988;TPE;27;1990.03.01;;;0-0;0;4,756;402;0-2;0;49,216
HugoVoljacques;989;FRA;25;1992.12.30;;;0-0;0;4,979;358;0-0;0;20,689
JamesDuckworth;990;AUS;25;1992.01.21;82;183;0-1;0;37,490;82;19-37;0;1,076,096
GuillermoDuran;991;ARG;29;1988.06.06;82;178;13-13;2;91,694;48;36-39;4;352,475
RiccardoGhedin;992;ITA;32;1985.12.05;78;;0-0;0;11,496;109;0-1;0;317,614
JurajMasar;993;SVK;25;1992.07.10;80;191;0-0;0;2,000;608;0-0;0;19,050
KeeganSmith;994;USA;19;1998.06.23;;;0-0;0;3,051;988;0-0;0;5,646
MickVeldheer;995;NED;21;1996.04.05;;;0-0;0;2,573;995;0-0;0;5,481
SergioLuisHernandezRamirez;996;COL;18;1999.08.28;68;175;0-0;0;2,204;996;0-0;0;5,404
EzekielClark;1001;USA;19;1998.07.19;66;170;0-0;0;3,400;986;0-0;0;5,990
SergeyFomin;998;UZB;16;2001.02.01;80;183;0-0;0;3,278;989;0-0;0;6,506
AlvaroLopezSanMartin;999;ESP;20;1997.06.02;78;185;0-0;0;2,383;349;0-0;0;25,094
JolanCailleau;1000;BEL;22;1995.06.28;;;0-0;0;2,357;881;0-0;0;6,855
IlijaVucic;1001;SRB;27;1990.10.17;78;188;0-0;0;3,419;193;0-0;0;58,097
AndrewWatson;1002;GBR;21;1996.08.28;84;193;0-0;0;2,159;797;0-0;0;9,058
MichaelGeerts;1003;BEL;22;1995.01.17;73;180;0-0;0;3,735;435;0-0;0;33,045
HugoDaubias;1004;FRA;21;1996.05.02;;;0-0;0;2,893;972;0-0;0;6,681
VictorNunez;1005;CHI;26;1991.05.25;90;173;0-0;0;2,799;930;0-0;0;20,192
PetrHajek;1006;CZE;20;1997.03.12;;;0-0;0;3,230;910;0-0;0;8,910
GabrielDonev;1007;BUL;21;1996.06.29;;;0-0;0;3,153;947;0-0;0;7,393
DalwinderSingh;1008;IND;21;1996.04.25;68;180;0-0;0;4,073;791;0-0;0;7,287
JayeshPungliya;1009;IND;21;1996.09.22;66;178;0-0;0;3,782;984;0-0;0;10,605
MikeUrbanija;1010;SLO;28;1989.12.26;78;185;0-1;0;3,267;477;0-3;0;31,030
LasloUrrutiaFuentes;1011;CHI;27;1990.03.22;;;0-0;0;3,698;574;0-0;0;26,909
HugoLargo;1012;ESP;20;1997.07.23;;;0-0;0;4,166;1009;0-0;0;5,702
GuyDenHeijer;1013;NED;20;1997.03.30;;;0-0;0;3,854;891;0-0;0;8,639
JavierPulgar-Garcia;1013;ESP;28;1989.04.05;73;;0-0;0;2,038;461;0-0;0;32,021
VladyslavOrlov;1015;UKR;22;1995.05.17;;;0-0;0;3,354;662;0-0;0;10,639
FrederikPress;1016;GER;22;1995.04.04;;;0-0;0;4,088;983;0-0;0;7,159
RioNoguchi;1017;JPN;19;1998.12.28;61;168;0-0;0;4,666;1016;0-0;0;7,336
MarcoMiceli;1018;ITA;19;1998.11.03;;;0-0;0;5,072;989;0-0;0;6,898
JoshuaParis;1019;GBR;21;1996.03.06;83;;0-0;0;4,684;893;0-0;0;14,125
MichalSchmid;1020;CZE;29;1988.11.28;;;0-0;0;4,879;373;0-0;0;84,757
FrancescoFerrari;1021;ITA;20;1997.06.22;72;180;0-0;0;4,582;873;0-0;0;10,172
SantiagoMaresca;1022;URU;23;1994.09.14;;;0-0;0;2,457;746;0-1;0;19,760
MikalaiHaliak;1023;BLR;19;1998.08.14;75;183;0-0;0;6,249;1020;0-0;0;10,253
JohnLamble;1024;USA;25;1992.03.31;79;183;0-0;0;2,300;497;0-0;0;19,908
FabricioNeis;1025;BRA;27;1990.06.15;;;0-3;0;20,351;96;1-4;0;118,326
JaeHwanKim;1026;KOR;23;1994.09.23;85;183;0-0;0;1,605;907;0-0;0;11,413
PavelFilin;1027;BLR;25;1992.03.29;73;178;0-0;0;1,761;887;0-0;0;15,837
ManishSureshkumar;1028;IND;18;1999.08.13;62;183;0-0;0;2,450;1022;0-0;0;6,051
TomasMartinEtcheverry;1029;ARG;18;1999.07.18;;;0-0;0;2,229;1017;0-0;0;3,273
GengoKikuchi;1030;JPN;26;1991.11.07;65;183;0-0;0;2,512;638;0-0;0;25,214
AlenAvidzba;1031;RUS;17;2000.02.24;76;188;0-0;0;2,504;841;0-0;0;4,470
SuHaoZhong;1032;CHN;20;1997.03.19;;;0-0;0;2,158;836;0-0;0;12,101
RichardMuzaev;1033;RUS;25;1992.03.21;74;178;0-1;0;3,403;443;0-2;0;50,943
LukaPavlovic;1033;FRA;17;2000.03.30;;;0-0;0;2,411;1033;0-0;0;3,449
GianniRoss;1035;USA;18;1999.02.04;70;180;0-0;0;2,749;1020;0-0;0;3,695
YuHsiangChiu;1036;TPE;23;1994.11.05;78;180;0-0;0;1,971;638;0-0;0;10,744
AlexisKlegou;1037;BEN;28;1989.01.25;86;;0-0;0;2,017;565;0-2;0;20,925
DavidVolfson;1038;CAN;20;1997.09.14;;;0-0;0;974;971;0-0;0;18,194
EricJohnson;1039;USA;24;1993.02.17;82;188;0-0;0;3,638;510;0-0;0;15,198
VullnetTashi;1039;SUI;24;1993.01.10;80;188;0-0;0;3,742;826;0-0;0;15,314
AlexanderLebedyn;1041;UKR;21;1996.04.25;68;175;0-0;0;2,974;1035;0-0;0;10,457
TomasLiska;1042;SVK;19;1998.07.31;;;0-0;0;4,234;1031;0-0;0;7,017
DustyH.Boyer;1043;USA;24;1993.07.02;;;0-0;0;3,441;1040;0-0;0;6,001
IgnacioMonzon;1044;ARG;19;1998.01.05;;;0-0;0;3,258;1041;0-0;0;6,458
IoannisStergiou;1045;GRE;22;1995.04.03;;;0-0;0;3,284;981;0-0;0;7,638
CalumPuttergill;1046;AUS;24;1993.10.22;78;183;0-0;0;2,636;780;0-0;0;22,595
MarcDijkhuizen;1047;NED;21;1996.04.01;;;0-0;0;1,974;737;0-0;0;11,020
GiorgioRicca;1048;ITA;22;1995.02.27;80;193;0-0;0;1,955;879;0-0;0;12,353
TylerMercier;1049;USA;26;1991.06.21;77;191;0-0;0;3,702;1004;0-0;0;6,900
GabrielAlejandroHidalgo;1050;ARG;27;1990.08.06;;;0-0;0;2,523;413;0-0;0;61,215
AlejoVilaro;1050;ARG;22;1995.09.26;74;;0-0;0;3,742;1049;0-0;0;7,026
QuimSorniChavarria;1052;ESP;20;1997.04.02;;;0-0;0;4,600;1008;0-0;0;8,824
SergiPerezContri;1053;ESP;19;1998.01.20;;;0-0;0;1,644;879;0-0;0;9,460
GoranMarkovic;1054;SRB;22;1995.09.17;78;183;0-0;0;2,703;699;0-0;0;19,317
OlegPrihodko;1055;UKR;20;1997.10.03;;;0-0;0;4,671;395;0-0;0;14,221
MatijaPecotic;1056;CRO;28;1989.07.03;83;188;0-0;0;21,463;206;0-0;0;71,840
JulesMarie;1057;FRA;26;1991.09.01;76;185;0-0;0;909;228;0-0;0;80,950
AlexanderRitschard;1058;SUI;23;1994.03.24;;;0-0;0;906;987;0-1;0;20,413
MichailPervolarakis;1059;CYP;21;1996.06.06;90;193;0-0;0;1,581;1047;0-0;0;3,653
VictorBaluda;1060;RUS;25;1992.09.30;;;0-0;0;2,508;115;3-5;0;114,392
HaruInoue;1060;JPN;21;1996.07.20;;;0-0;0;1,841;1048;0-0;0;2,625
ChunHunWong;1060;HKG;22;1995.10.30;66;170;1-0;0;924;951;1-0;0;4,717
GuyOrlyIradukunda;1063;BDI;21;1996.03.21;;;0-0;0;2,711;1016;0-0;0;5,691
PavelTsoy;1064;UZB;22;1995.09.19;75;;0-0;0;2,810;1004;0-0;0;12,386
BartVanDenBerg;1065;NED;24;1993.07.25;;;0-0;0;2,236;1053;0-0;0;6,950
ArthurRinderknech;1066;FRA;22;1995.07.23;;;0-0;0;1,195;890;0-0;0;5,914
MichaelLook;1067;AUS;30;1987.11.24;;;0-0;0;2,766;323;0-0;0;49,272
LuisDavidMartinez;1068;VEN;28;1989.05.12;78;180;3-0;0;10,784;176;14-2;0;94,184
HadyHabib;1069;USA;19;1998.08.21;85;185;0-0;0;2,636;1055;1-1;0;4,211
NevenKrivokuca;1069;CRO;22;1995.09.15;68;180;0-0;0;2,532;1069;0-0;0;7,848
VaskoMladenov;1071;BUL;28;1989.07.30;84;188;0-0;0;1,868;359;1-1;0;33,215
KarolDrzewiecki;1072;POL;22;1995.11.01;88;191;0-0;0;4,712;348;0-0;0;24,751
NicolasXiviller;1073;URU;19;1998.11.11;76;180;0-0;0;2,766;1072;1-0;0;6,590
SergeyBetov;1074;BLR;30;1987.10.15;74;185;0-0;0;6,278;61;10-18;0;205,350
AlexanderWeis;1075;ITA;20;1997.04.24;78;188;0-0;0;3,370;1073;0-0;0;7,222
AronHiltzik;1076;USA;21;1996.04.17;73;183;0-0;0;2,201;818;0-0;0;16,743
AntonioZucca;1077;ITA;25;1992.04.11;;;0-0;0;1,416;1039;0-0;0;8,539
JonasTrinker;1078;AUT;22;1995.08.29;;;0-0;0;3,078;1061;0-0;0;6,118
GeorgeTsivadze;1079;GEO;24;1993.01.02;78;191;0-2;0;1,976;471;0-3;0;27,126
LouisTessa;1080;FRA;19;1998.04.06;68;183;0-0;0;2,480;653;0-0;0;13,074
JordanHasson;1081;ISR;18;1999.10.12;;;0-0;0;3,572;1081;0-0;0;5,966
RonanJoncour;1082;FRA;20;1997.01.27;80;188;0-0;0;4,184;720;0-0;0;23,817
KelseyStevenson;1083;CAN;27;1990.05.29;76;183;0-0;0;2,419;905;0-0;0;27,255
BastianWagner;1084;GER;23;1994.07.16;60;183;0-0;0;3,420;801;0-0;0;18,786
FernandoYamacita;1086;BRA;20;1997.10.01;78;185;0-0;0;1,854;889;0-0;0;10,550
CorradoSummaria;1087;ITA;19;1998.02.08;;;0-0;0;4,170;537;0-0;0;12,778
MartinJoyce;1088;USA;21;1996.10.11;;;0-0;0;750;1075;0-0;0;4,362
HansPodlipnik-Castillo;1088;CHI;29;1988.01.09;78;183;12-13;0;92,131;58;22-29;0;425,294
PatrikFabian;1090;SVK;23;1994.03.20;80;185;0-0;0;1,011;548;0-0;0;32,042
HarshanaGodamanna;1090;SRI;32;1985.10.31;;;0-0;0;1,011;811;13-7;0;10,760
JoaoLucasReisDaSilva;1090;BRA;17;2000.03.26;;;0-0;0;1,011;1085;0-0;0;1,143
ElliottOrkin;1093;USA;23;1994.09.09;;;0-0;0;1,323;1076;0-0;0;2,068
JakubPaul;1094;SUI;18;1999.03.22;80;178;0-0;0;1,474;1077;0-0;0;2,176
GregJones;1095;AUS;28;1989.01.31;84;193;0-0;0;3,277;179;1-6;0;338,004
YuChang;1096;CHN;29;1988.08.14;70;185;0-0;0;2,119;335;0-0;0;59,321
JieCui;1097;CHN;19;1998.01.24;72;183;0-0;0;2,970;1063;0-0;0;5,362
MikiJankovic;1097;SRB;23;1994.09.26;75;180;0-0;0;1,424;432;0-2;0;72,130
EvanHoyt;1099;GBR;22;1995.01.16;83;185;0-0;0;1,962;542;0-0;0;17,975
NicoMertens;1100;GER;23;1994.04.04;;;0-0;0;2,352;1099;0-0;0;3,144
GaryKushnirovich;1101;USA;26;1991.06.20;;;0-0;0;1,402;901;0-0;0;7,343
AlexanderLobkov;1102;RUS;27;1990.10.07;;;0-0;0;2,990;249;0-0;0;105,668
DavidSzintai;1103;HUN;20;1997.06.09;;;0-0;0;2,534;1103;0-0;0;6,070
SiddharthVishwakarma;1103;IND;23;1994.10.07;74;188;0-0;0;2,430;1023;0-0;0;5,512
JohannWillems;1103;GER;22;1995.01.12;75;180;0-0;0;2,430;869;0-0;0;7,005
JuniorA.Ore;1106;USA;25;1992.09.08;75;178;0-0;0;2,710;632;0-1;0;13,642
RanjeetVirali-Murugesan;1107;IND;32;1985.09.30;;;0-0;0;2,586;417;0-2;0;77,191
AntoineWalch;1108;FRA;24;1993.10.29;;;0-0;0;2,732;1108;0-0;0;8,394
TheoFournerie;1109;FRA;20;1997.03.06;;;0-0;0;2,932;471;0-0;0;26,743
FedericoMaccari;1110;ITA;23;1994.02.07;75;185;0-0;0;2,642;622;0-0;0;22,702
SimeonRossier;1110;SUI;22;1995.01.15;62;173;0-0;0;3,130;747;0-0;0;21,644
PatrikNiklas-Salminen;1112;FIN;20;1997.03.05;86;188;1-0;0;2,251;705;1-1;0;14,724
Sang-WooNoh;1113;KOR;25;1992.11.25;81;183;0-0;0;1,962;433;0-0;0;31,162
RomainBauvy;1114;FRA;23;1994.06.29;82;185;0-0;0;1,239;758;0-0;0;19,052
MohitMayurJayaprakash;1114;IND;24;1993.09.14;85;178;0-0;0;1,366;460;0-1;0;30,702
BorisArias;1116;BOL;24;1993.11.09;;;0-0;0;5,365;332;0-0;0;12,996
MichelVernier;1116;CHI;25;1992.09.27;74;178;0-0;0;3,184;780;0-0;0;14,433
SzymonWalkow;1116;POL;22;1995.09.22;71;178;0-0;0;4,396;410;0-0;0;18,082
KazumaKawachi;1119;JPN;23;1994.10.11;;;0-0;0;3,138;1110;0-0;0;11,791
